-37.814904999999996 144.95491299999998
-37.81452358749519 144.95363194415222
-37.81631295711501 144.95487360390817
-37.81515321268496 144.95435551507467
-37.81428209774935 144.95580192926346
-37.816162429752154 144.95515855845323
-37.81582166727068 144.95447317463592
-37.81662789038045 144.95378445282245
-37.81597966504343 144.9545891063173
-37.81441079853313 144.95425332442431
-37.8140445311807 144.9521881620328
-37.81436877985844 144.95190332468118
-37.81549186261276 144.95589171729648
-37.81515032149614 144.95376464726704
-37.81650736825868 144.9550453990693
-37.81564720724511 144.95304630991598
-37.814308870031134 144.95376126249184
-37.81663989957632 144.95555601541957
-37.816627183068476 144.95446054116422
-37.81554560488038 144.95382220631816
-37.81436666954353 144.95433524289314
-37.81640803503252 144.9550315563387
-37.81499492940913 144.95226175446788
-37.816869298429694 144.95387849361575
-37.81682910055517 144.95317971841402
-37.81409721064474 144.9533535361442
-37.81539865932735 144.95301094795096
-37.816386334231176 144.95557065081428
-37.8160886507667 144.95539946949245
-37.814672990243146 144.9530887225535
-37.816119523034594 144.953749279346
-37.81461648490758 144.9548871356384
-37.814759545748686 144.95560851795048
-37.814047902672264 144.95480163168148
-37.81432131877399 144.95371036970647
-37.81577880925649 144.95310470650944
-37.81534886630232 144.9556453135798
-37.814371071528114 144.95446002540044
-37.814119263241786 144.95551701228388
-37.814285384800385 144.9518470038533
-37.81611136051301 144.95479533137745
-37.814722018909315 144.95452128038045
-37.814259781852876 144.95363095028725
-37.81501011253928 144.95234718600224
-37.81504509801087 144.95263639085562
-37.81593405842933 144.95586648320693
-37.815345645913304 144.9558502977816
